date,keyword,title,description,source,url,risk_score
2026-03-08 12:17:02+00:00,supply chain,"Mumbai Malayali woman sparks chips revolution with Kerala home chefs, Govt to emulate project across state","One such kitchen operates at Ezhukone in Kottarakara, Kollam, with support from the Kerala Startup Mission..home food platform, Reshma Suresh Tocco, rural India food makers, connect home chefs, community kitchens India, support senior home cooks, AI powered food sourcing, LLM for food business, Kerala food entrepreneurs, women earning from cooking, homemade snacks online, traditional Indian recipes platform, food tech startup India, AI in food supply chain, empowering rural women",Malayala Manorama,https://www.onmanorama.com/news/kerala/2026/03/08/home-food-platform-tocco-mumbai-malayali-chip-revolution-kerala-home-chefs.html,0.0
2026-03-08 12:28:00+00:00,gdp,China bets on AI-manufacturing integration to narrow digital-economy gap with US,"Beijing's new five-year plan calls for digital economy to account for bigger share of GDP, backed by 28 major projects, 5G upgrades and data-focused industrial policy",The Star,https://www.thestar.com.my/aseanplus/aseanplus-news/2026/03/08/china-bets-on-ai-manufacturing-integration-to-narrow-digital-economy-gap-with-us,0.0
2026-03-08 12:47:03+00:00,unemployment,"Nepal seeks a new deal: For Balen, it’s a crown of thorns","The election result reflects deep frustration with decades of political instability, corruption, nepotism and youth unemployment. The message is clear – perform or perish",Firstpost,https://www.firstpost.com/opinion/us-iran-war-imminence-doctrine-indian-ocean-13987382.html,0.0
2026-03-08 12:49:34+00:00,natural gas,Energy Sector Strained: Middle East Conflict Disrupts Global Oil & Gas Supply,"The ongoing U.S.-Israeli conflict with Iran has significantly disrupted oil and natural gas exports across the Middle East. Production halts affect countries like Kuwait, UAE, and Qatar, reducing global supply. The closure of the Strait of Hormuz and shipping attacks have exacerbated the situation. Nations are seeking alternative supplies as prices rise.",Devdiscourse,https://www.devdiscourse.com/article/headlines/3830239-energy-sector-strained-middle-east-conflict-disrupts-global-oil-gas-supply,0.1333333333333333
2026-03-08 12:55:57+00:00,natural gas,Iran war threatens prolonged impact on energy markets as oil prices rise,The conflict has already led to the suspension of almost a fifth of global crude oil and natural gas supply.,Al Jazeera,https://www.aljazeera.com/news/2026/3/8/iran-war-threatens-prolonged-impact-on-energy-markets-as-oil-prices-rise,0.1333333333333333
2026-03-08 13:10:26+00:00,blockade,Aussie farmers claim they could run out of petrol in DAYS amid Middle East fuel blockade - and it will hit families hard at the supermarket checkout,Major petrol wholesalers are restricting and rationing their sales as the price per barrel for oil surges as the conflict in the Middle East chokes fuel supply.,Daily Mail Online,https://www.dailymail.co.uk/news/article-15626029/Aussie-farmers-claim-run-petrol-days-amid-Middle-East.html,0.1333333333333333
2026-03-08 13:17:00+00:00,supply chain,Kolkata Port signs agreement with East Horizon for Rs 260 crore FSRU project at Haldia,"Syama Prasad Mookerjee Port, Kolkata will soon have a Floating Storage and Regasification Unit at Haldia Dock Complex. East Horizon Pvt Limited will establish this facility. The project involves an investment of approximately Rs 260 crore. This will boost LNG handling capabilities in eastern India. It will also support cleaner energy infrastructure development and strengthen the national gas supply chain.",The Economic Times,https://economictimes.indiatimes.com/industry/transportation/shipping-/-transport/kolkata-port-signs-agreement-with-east-horizon-for-rs-260-crore-fsru-project-at-haldia/articleshow/129271806.cms,0.0
2026-03-08 13:22:29+00:00,fed,Gold Trims Weekly Loss as US Jobs Data Raises Fed Rate Cut Bets,"Gold advanced, trimming a weekly loss as traders raised bets on monetary easing following a weak US jobs report.",Livemint,https://www.livemint.com/market/gold-trims-weekly-loss-as-us-jobs-data-raises-fed-rate-cut-bets-11772976149554.html,0.0
2026-03-08 13:28:49+00:00,fed,Will Crypto Market Crash This Week? Analysts Predict Timeline for Volatility,Crypto market braces for volatility as Bitcoin tests support before key Fed and CPI data this week amid global tensions in the US,CoinGape,https://coingape.com/markets/will-crypto-market-crash-this-week-analysts-predict-timeline-for-volatility/,0.0
2026-03-08 13:39:52+00:00,copper,"AC prices to rise 5-15% as costly copper, weak rupee, RE norms push costs","As the mercury starts rising, leading room airconditioner makers are increasing prices in the range of 5-15 per cent to offset sustained increases in raw material costs and supply chain expenses.",Business Standard,https://www.business-standard.com/industry/news/ac-prices-to-rise-5-15-as-costly-copper-weak-rupee-re-norms-push-costs-126030800561_1.html,0.0
2026-03-08 13:40:08+00:00,fed,"MCX Gold And Silver Price Forecast: Precious Metals Eye Volatility Amid Fed Rate Cut Bets, Middle East Tensions- Check Details","MCX gold may trade between ₹1.55–1.64 lakh and silver ₹2.49–2.85 lakh this week as Fed rate cut bets, dollar strength and Middle East tensions drive volatility.",NewsX,https://www.newsx.com/business/mcx-gold-and-silver-price-forecast-precious-metals-eye-volatility-amid-fed-rate-cut-bets-middle-east-tensions-check-details-179429/,0.0
2026-03-08 13:45:00+00:00,copper,Audiophiles Can't Hear The Difference Between Copper Wires And A Banana,"As spotted by Headphonesty, an amateur experiment had audiophiles guess what was transmitting an audio signal, and most of them couldn't tell the difference.",SlashGear,https://www.slashgear.com/2115474/audiophile-forum-copper-vs-banana-blind-test/,0.0
2026-03-08 13:49:08+00:00,taiwan,All England Open 2026: Lakshay Sen finishes as runner-up after losing to Taiwan’s finalist in Birmingham,"Despite battling blisters and cramps to defeat top-ranked opponents throughout the week, Sen’s second final appearance ended in a fifth consecutive defeat to his familiar rival.",The Financial Express,https://www.financialexpress.com/sports/all-england-open-2026-lakshay-sen-finishes-as-runner-up-after-losing-to-taiwans-finalist-in-birmingham/4166206/,0.0
2026-03-08 13:55:00+00:00,gdp,"India’s economic future lies in clean energy, digital innovation: Suresh Prabhu","Although agriculture accounts for about 55% of employment, its contribution to GDP is only about 15%.",The Indian Express,https://indianexpress.com/article/cities/pune/india-economic-future-clean-energy-digital-innovation-suresh-prabhu-10571705/,0.0
2026-03-08 14:00:57+00:00,data center,Lake County Council to vote on data center decommission ordinance,"The Lake County Council will vote on two ordinances Tuesday related to the decommissioning of data centers and battery energy storage systems, as the county begins considering a data center in unincorporated Lake County.",Chicago Tribune,https://www.chicagotribune.com/2026/03/08/lake-county-council-to-vote-on-data-center-decommission-ordinance/,0.0
2026-03-08 14:05:49+00:00,cpi,"CPI(M) demands package for Polavaram displaced, judicial probe into irregularities",CPI(M) demands rehabilitation packages for Polavaram displaced and a judicial probe into project irregularities and corruption.,The Hindu,https://www.thehindu.com/news/national/andhra-pradesh/cpim-demands-package-for-polavaram-displaced-judicial-probe-into-irregularities/article70718835.ece,0.0
2026-03-08 14:17:00+00:00,cpi,XRP Bollinger Bands Reach Critical Squeeze: Calm Before the Storm?,"As XRP's Bollinger Bands reach a ""squeeze"" last seen before January's 25% rally, the market braces for impact from the March 11 CPI release and the upcoming FOMC meeting.",U.Today,https://u.today/xrp-bollinger-bands-reach-critical-squeeze-calm-before-the-storm,0.0
2026-03-08 14:25:26+00:00,semiconductor,Delhi's leading educational institutions are actively contributing to India Semiconductor Mission: IT Ministry,"Government of India's initiative for prioritising talent development through Training, Up-skilling and Workforce Development Programs under Chips to Startups (C2S) initiative of India Semiconductor Mission (ISM), Union Minister for Railways, Information & Broadcasting, and Electronics & IT, Ashwini Vaishnaw, stated that India has made significant progress in last four years itself for its 10-year target of training 85,000 engineers in semiconductor design.",The Tribune,https://www.tribuneindia.com/news/business/delhis-leading-educational-institutions-are-actively-contributing-to-india-semiconductor-mission-it-ministry/,0.0
2026-03-08 14:30:00+00:00,liquidity,Treasury Issuance May Be Sucking Liquidity From The Stock Market,"Treasury settlement days are draining liquidity, pressuring risk and defensive sectors while VIX rises. Read more macro analysis here.",Seeking Alpha,https://seekingalpha.com/article/4879858-treasury-issuance-may-be-sucking-liquidity-from-stock-market,0.0666666666666666
2026-03-08 14:30:41+00:00,ai regulation,"Consumer Tech News (March 2-6): Major Chip Earnings, Trump Refuted Negotiations With Anthropic AI & More","Major market headlines include AI regulation debates, Nvidia chip export uncertainty, Broadcom earnings, and strategic moves by Netflix, Meta, Amazon, and CrowdStrike across technology sectors.",Benzinga,https://www.benzinga.com/markets/tech/26/03/51118150/consumer-tech-news-march-2-6-major-chip-earnings-trump-refuted-negotiations-with-anthropic-ai-more,0.0
2026-03-08 14:37:22+00:00,data center,dollar sale of data center cooling company: Report,"A potential sale of CoolIT was in ​the preliminary stage and there were no guarantees that it would result in a ​transaction, the report said, adding ⁠that multiple ‌buyers had been earmarked as potential ​bidders.",The Economic Times,https://economictimes.indiatimes.com/tech/technology/kkr-eyes-multibillion-dollar-sale-of-data-center-cooling-company-ft-reports/articleshow/129275094.cms,0.0
2026-03-08 14:43:00+00:00,interest rate,Chinabank offers 6.25% home loan rate,"China Banking Corp. is setting a new benchmark for affordability with its HomePlus Bundle Promo, featuring a 6.25-percent annual interest rate fixed for",manilastandard.net,https://manilastandard.net/business/314713200/chinabank-offers-6-25-home-loan-rate.html,0.0
2026-03-08 14:43:14+00:00,cpi,Nitish Kumar’s Rajya Sabha move may lead to ‘ideological takeover’ in Bihar politics: CPI(ML) Liberation,"CPI(ML) leader warns Nitish Kumar's Rajya Sabha move signals BJP's ideological dominance, potentially reshaping Bihar's political landscape.",The Hindu,https://www.thehindu.com/news/national/bihar/nitish-kumars-rajya-sabha-move-may-lead-to-ideological-takeover-in-bihar-politics-cpiml-liberation/article70718987.ece,0.0666666666666666
2026-03-08 14:45:00+00:00,supply chain,An Unexpected Discovery Just Uncovered Metals Tech Companies Are Desperate For,"The course of the U.S.-China supply chain race might be about to change, as Canadian miners have discovered a new spot for rare earth metals.",SlashGear,https://www.slashgear.com/2116892/canada-discovery-botswana-rare-earth-minerals-tech-companies-want/,0.0
2026-03-08 15:00:49+00:00,chip,"‘It’s not just oil’: CEO warns Hormuz shutdown could choke sulfur, chip and fertilizer supply","Without sufficient sulfuric acid, mining companies face major constraints in processing copper and cobalt ores, two materials essential for electric vehicle batteries, electrical grids, transformers and high-performance electronics.",Business Today,https://www.businesstoday.in/world/middle-east/story/its-not-just-oil-ceo-warns-hormuz-shutdown-could-choke-sulfur-chip-and-fertilizer-supply-519633-2026-03-08,0.0666666666666666
2026-03-08 15:19:07+00:00,blockade,"Dalal Street Week Ahead: Iran war, oil prices; US GDP, China, India inflation among 10 key factors to watch","In the week ahead starting from March 9, the benchmark indices are expected to weaken further if the Iran war intensifies and the blockade continues in the Strait of Hormuz with the Nifty bears eyeing psychological 24,000 zone.",Moneycontrol,https://www.moneycontrol.com/news/business/markets/dalal-street-week-ahead-iran-war-oil-prices-us-gdp-china-india-inflation-among-10-key-factors-to-watch-13854143.html,0.1333333333333333
2026-03-08 15:21:09+00:00,cpi,Camp office for proposed zoo-safari park at Nedukani inaugurated,"CPI(M) leader inaugurates camp office for Nedukani zoo-safari park and Karimbam farm tourism project, boosting Kerala's tourism initiatives.",The Hindu,https://www.thehindu.com/news/national/kerala/camp-office-for-proposed-zoo-safari-park-at-nedukani-inaugurated/article70719368.ece,0.0
2026-03-08 15:37:02+00:00,supply chain,My 8 Step Plan for Dario Amodei to Get Off the Pentagon's Naughty List,"Pentagon blacklists Anthropic, citing supply chain risks. Other tech leaders have shown the way to work with the Trump administration.",Business Insider,https://www.businessinsider.com/dario-amodei-get-off-pentagon-naughty-list-anthropic-donald-trump-2026-3,0.0
2026-03-08 15:37:06+00:00,taiwan,Japan rallies to beat Australia 4-3 behind Masataka Yoshida home run; Taiwan tops South Korea,"Defending champion Japan rallied from 1-0 down to beat Australia 4-3 on Sunday behind a seventh-inning, two-run homer with two out by Masataka Yoshida in the World Baseball Classic.",Nbc Sports,https://www.nbcsports.com/mlb/news/japan-rallies-to-beat-australia-4-3-behind-masataka-yoshida-home-run-taiwan-tops-south-korea,0.0
2026-03-08 15:38:17+00:00,fed,NFL 'Fed Up' With Former Vols Agent Ahead of NFL Draft Per Report,"Former Tennessee standout corner, Jermod McCoy is potentially the No. 1 cornerback in the upcoming NFL Draft. However, one NFL Draft expert thinks his agent has become a “pain.”",Sports Illustrated,https://www.si.com/college/tennessee/football/nfl-fed-up-with-former-vols-agent-ahead-of-nfl-draft-per-report-01kk718cadt1,0.0
2026-03-08 15:45:20+00:00,sanctions,Trump Officials Justify Temporary Lifting of Russian Oil Sanctions,Trump administration officials defended temporarily lifting some sanctions on Russian oil to ease gasoline price spikes following the Iran war. Energy Secretary Chris Wright and Ambassador Mike Waltz stressed the waiver to allow Indian oil purchases aims to stabilize the global market amid economic concerns.,Devdiscourse,https://www.devdiscourse.com/article/headlines/3830419-trump-officials-justify-temporary-lifting-of-russian-oil-sanctions,0.1333333333333333
2026-03-08 15:46:18+00:00,natural gas,Gas shortage fears as Middle East flow runs dry amid looming heating bill hikes,"BRITAIN reportedly has just two days’ worth of natural gas left in storage, sparking fears of a potential energy crunch as supplies from the...",The Irish Sun,https://www.thesun.ie/news/16647287/gas-shortage-fears-middle-east-heating-bill-hikes/,0.0666666666666666
2026-03-08 15:46:18+00:00,natural gas,Gas shortage fears as Middle East flow runs dry amid looming heating bill hikes,"BRITAIN reportedly has just two days’ worth of natural gas left in storage, sparking fears of a potential energy crunch as supplies from the...",The Sun,https://www.thesun.co.uk/news/38446937/gas-shortage-fears-middle-east-heating-bill-hikes/,0.0666666666666666
2026-03-08 15:47:00+00:00,sanctions,"US Energy Chief Defends Waiver on Russian Oil Sanctions, Blames Fear for Higher Gas Prices","US News is a recognized leader in college, grad school, hospital, mutual fund, and car rankings. Track elected officials, research health conditions, and find news you can use in politics, business, health, and education.",U.S. News & World Report,https://www.usnews.com/news/top-news/articles/2026-03-08/us-energy-chief-defends-waiver-on-russian-oil-sanctions-blames-fear-for-higher-gas-prices,0.0666666666666666
2026-03-08 15:47:24+00:00,sanctions,"US energy chief defends waiver on Russian oil sanctions, blames fear for higher gas prices",Trump administration officials on Sunday defended a decision to temporarily lift some sanctions on Russian oil ‌and predicted that a sharp increase in gasoline prices resulting from the Iran war would last only weeks.,Reuters,https://www.reuters.com/business/energy/us-energy-chief-defends-waiver-russian-oil-sanctions-blames-fear-higher-gas-2026-03-08/,0.1333333333333333
2026-03-08 16:00:00+00:00,chip,Teesdale fish and chip shop among the 'best' in British Pie Awards,Food outlets from the North East proved themselves among the upper crust of UK pie-makers in the prestigious national awards.,Northern Echo,https://www.thenorthernecho.co.uk/news/25917109.teesdale-fish-chip-shop-among-best-british-pie-awards/,0.0666666666666666
2026-03-08 16:00:00+00:00,supply chain,Businesses brace for higher transport costs,"PETALING JAYA: The immediate impact of tensions in the Middle East remains manageable for Malaysian businesses with dealings in the region, although companies are keeping a close watch on possible supply chain disruptions and rising transport costs, say industry groups.",The Star,https://www.thestar.com.my/news/nation/2026/03/09/businesses-brace-for-higher-transport-costs,0.0666666666666666
2026-03-08 16:00:00+00:00,taiwan,Taiwan celebrate historic All-England double,PETALING JAYA: Taiwan emerged as the biggest winners at the All-England when they swept the men's singles and mixed doubles titles in Birmingham yesterday.,The Star,https://www.thestar.com.my/sport/badminton/2026/03/09/taiwan-celebrate-historic-all-england-double,0.0
2026-03-08 16:03:00+00:00,unemployment,The entry-level job black hole,IS AI the black hole that sucks entry-level jobs — leaving college graduates in the galaxy of unemployment?,The Manila Times,https://www.manilatimes.net/2026/03/09/opinion/columns/the-entry-level-job-black-hole/2295483,0.0
2026-03-08 16:04:40+00:00,unemployment,"Nepal's Gen Z Earthquake: Balen Shah's RSP Sweeps Polls, Ousting Old Guard In A Revolt Against Stagnation","A youth-driven political surge has propelled Balen Shah and the Rastriya Swatantra Party to a major electoral victory in Nepal, displacing traditional parties. Frustration over corruption, unemployment and migration fuelled the shift, though the new leadership now faces the challenge of delivering economic reform and stable governance.",Free Press Journal,https://www.freepressjournal.in/analysis/nepals-gen-z-earthquake-balen-shahs-rsp-sweeps-polls-ousting-old-guard-in-a-revolt-against-stagnation,0.0
2026-03-08 16:05:00+00:00,copper,Canada and PH in the strategic race for critical minerals,"“The Philippines holds substantial reserves of nickel, copper, gold, and cobalt—minerals essential for batteries, electronics, and clean energy",manilastandard.net,https://manilastandard.net/opinion/columns/open-thoughts-by-orlando-oxales/314713063/canada-and-ph-in-the-strategic-race-for-critical-minerals.html,0.0
2026-03-08 16:16:38+00:00,natural gas,"Amid West Asia conflict, gas-fired crematoriums in Pune to remain shut temporarily","Pune, March 8 (PTI) The Pune Municipal Corporation (PMC) has temporarily shut gas crematoriums in the city following restrictions on the use of LPG (liquefied petroleum gas) components such as propane and butane, officials said on Sunday. According to the civic body, the Ministry of Petroleum and Natural Gas issued an order on March 5 […]",ThePrint,https://theprint.in/india/amid-west-asia-conflict-gas-fired-crematoriums-in-pune-to-remain-shut-temporarily/2873373/,0.0666666666666666
2026-03-08 16:17:16+00:00,taiwan,Lin Chun-yi and Wang Zhiyi Shine at All England Open,"Taiwan's Lin Chun-yi won his first All England Open title after defeating India's Lakshya Sen. China's Wang Zhiyi triumphed in the women's singles. The men's doubles saw unexpected exits of several favorites. In mixed doubles, Taiwan's Ye Hong-wei and Nicole Gonzales Chan emerged victorious.",Devdiscourse,https://www.devdiscourse.com/article/sports-games/3830448-lin-chun-yi-and-wang-zhiyi-shine-at-all-england-open,0.0
2026-03-08 16:18:24+00:00,cpi,No alliance talks with Congress for Assam assembly polls: Raijor Dal,"Guwahati, Mar 8 (PTI) Assam MLA Akhil Gogoi-led Raijor Dal on Sunday announced that it will not hold any talks with the Congress for an opposition alliance in the upcoming state assembly elections. In December last year, Congress, CPI(M), Raijor Dal (RD), Assam Jatiya Parishad (AJP), CPI, CPI(ML) Liberation, Jatiya Dal-Asom (JDA) and Karbi Anglong-based […]",ThePrint,https://theprint.in/india/no-alliance-talks-with-congress-for-assam-assembly-polls-raijor-dal/2873380/,0.0
2026-03-08 16:21:39+00:00,taiwan,Lin downs Sen for All England Open badminton glory; Wang denies An women's crown,"Taiwan's Lin Chun-yi defeated India's Lakshya Sen 21-15 22-20 to clinch his first All England Open title on ​Sunday, while China's Wang Zhiyi captured the women's singles ‌crown with a straight-games win over South Korea's top seed An Se-young.",Reuters,https://www.reuters.com/sports/lin-downs-sen-all-england-open-glory-wang-denies-an-womens-crown-2026-03-08/,0.0
2026-03-08 16:24:56+00:00,taiwan,Lin downs Sen for All England Open glory; Wang denies An women's crown,"BIRMINGHAM, England, March 8 - Taiwan's Lin Chun-yi defeated India's Lakshya Sen 21-15 22-20 to clinch his first All England Open title on Sunday, while China's Wang Zhiyi captured the women's singles crown with a straight-games win over South Korea's top seed An Se-young. Read more at straitstimes.com.",The Straits Times,https://www.straitstimes.com/sport/lin-downs-sen-for-all-england-open-glory-wang-denies-an-womens-crown,0.0
2026-03-08 16:30:00+00:00,data center,Owner of ICE detention facility sees big opportunity in AI man camps,AI data center developers are increasingly relying on a style of camp popularized as housing for men working in remote oil fields.,TechCrunch,https://techcrunch.com/2026/03/08/owner-of-ice-detention-facility-sees-big-opportunity-in-ai-man-camps/,0.0
2026-03-08 16:32:35+00:00,sanctions,Trump administration defends waiver on Russian oil sanctions,U.S. officials say waiver to allow Indian purchases of Russian oil will alleviate pressure on global market,The Globe and Mail,https://www.theglobeandmail.com/business/article-india-russia-oil-sanctions-waiver-iran-trump/,0.0666666666666666
2026-03-08 16:37:36+00:00,sanctions,"US energy chief defends waiver on Russian oil sanctions, blames fear for higher gas prices",Energy Secretary Chris Wright and U.S. Ambassador to the United Nations Mike Waltz said a waiver issued last week to allow Indian purchases of Russian oil would alleviate pressure on the global market.,Moneycontrol,https://www.moneycontrol.com/world/us-energy-chief-defends-waiver-on-russian-oil-sanctions-blames-fear-for-higher-gas-prices-article-13854257.html,0.0666666666666666
2026-03-08 16:47:20+00:00,cpi,CPI(M) Challenges Congress on Kerala Welfare Promises,"CPI(M) leader MA Baby criticized Congress for announcing welfare schemes in Kerala, claiming they were pioneered by the LDF. The schemes include pension enhancements and women's empowerment initiatives. Congress promises improved social security and healthcare—coinciding with upcoming elections in April 2026.",Devdiscourse,https://www.devdiscourse.com/article/headlines/3830468-cpim-challenges-congress-on-kerala-welfare-promises,0.0
2026-03-08 16:52:00+00:00,chip,"Rural Bengaluru sees land rush as chip, defence projects expand","Bengaluru: Proposed industrial projects in sectors like aerospace, defence, semiconductors and electronics manufacturing have pushed up demand for lan.",Times of India,https://timesofindia.indiatimes.com/city/bengaluru/rural-bengaluru-sees-land-rush-as-chip-defence-projects-expand/articleshow/129280688.cms,0.0
2026-03-08 17:00:02+00:00,cpi,"Iran War, CPI and Other Key Thing to Watch this Week","Markets enter a critical week following last week's February jobs report that showed the U.S. economy lost around 92,000 jobs, which was a dramatic miss that has intensified recession concerns and raised questions about economic resilience amid escal...",Barchart,https://www.barchart.com/story/news/631099/iran-war-cpi-and-other-key-thing-to-watch-this-week,0.1333333333333333
2026-03-08 17:05:13+00:00,recession,"‘Nightmare scenario’ looms as global markets head for the biggest oil output disruption in history, top energy guru warns","""The fear? That this will result in skyrocketing energy prices that send the world economy plummeting into a deep recession.""",NewsBreak,https://www.newsbreak.com/fortune-561435/4529616225816-nightmare-scenario-looms-as-global-markets-head-for-the-biggest-oil-output-disruption-in-history-top-energy-guru-warns,0.2
2026-03-08 17:05:13+00:00,recession,"'Nightmare scenario' looms as markets head for biggest oil output disruption ever, Yergin says","""The fear? That this will result in skyrocketing energy prices that send the world economy plummeting into a deep recession.""",Fortune,https://fortune.com/2026/03/08/oil-prices-nightmare-scenario-biggest-output-disruption-us-iran-war/,0.1333333333333333
2026-03-08 17:18:34+00:00,liquidity,"BlackRock capped redemptions at a private credit fund, raising a question the private lending boom hasn't yet faced",BlackRock’s move to limit withdrawals from a private credit fund is reviving debate over hidden liquidity risks in the booming industry amid rising redemption pressure.,CNBC TV18,https://www.cnbctv18.com/market/blackrock-capped-redemptions-at-a-private-credit-fund-raising-a-question-the-private-lending-boom-hasnt-yet-faced-ws-l-19864312.htm,0.0666666666666666
2026-03-08 17:34:20+00:00,cpi,"Sivaganga Assembly Polls 2026: Seat profile, past winners, margin and candidates","The Sivaganga Assembly constituency comes under the Sivaganga Lok Sabha constituency. In 2021, PR Senthilnathan of the AIADMK won the seat by defeating S Gunasekaran of the CPI with a margin of 11253 votes.",India TV News,https://www.indiatvnews.com/tamil-nadu/chennai-sivaganga-assembly-polls-2026-seat-profile-past-winners-margin-and-candidates-2026-03-08-1033092,0.0
2026-03-08 17:35:38+00:00,natural gas,Global Energy Turmoil: The Impact of U.S.-Israeli Conflict with Iran,"The U.S.-Israeli conflict with Iran has severely impacted oil and natural gas exports from the Middle East, leading to production halts and disruptions in Iraq, Kuwait, Saudi Arabia, Qatar, and the UAE. This crisis has affected shipping through the Strait of Hormuz and has implications for global markets and consumers, particularly in Asia.",Devdiscourse,https://www.devdiscourse.com/article/headlines/3830525-global-energy-turmoil-the-impact-of-us-israeli-conflict-with-iran,0.2
2026-03-08 17:48:15+00:00,cpi,CPI likely to relax two-term norm for sitting MLAs,"CPI may relax two-term limit for sitting MLAs, allowing exceptions for some candidates ahead of upcoming Assembly elections.",The Hindu,https://www.thehindu.com/news/national/kerala/cpi-likely-to-relax-two-term-norm-for-sitting-mlas/article70719649.ece,0.0
2026-03-08 17:59:23+00:00,cpi,Wall Street Brunch: CPI Hits With Eyes On Oil Prices,Oil rally expected to continue amid disruptions and shutdown fears. February core CPI seen up slightly. Oracle earnings will test hyperscaler AI capex demand outlook.,Seeking Alpha,https://seekingalpha.com/article/4879893-wall-street-brunch-cpi-hits-with-eyes-on-oil-prices,0.0666666666666666
2026-03-08 18:05:39+00:00,natural gas,"UK Has Just Two Days Of Gas Stored, Raising Fears Of Supply Crisis Amid Global Tensions: Report","Britain faces energy security concerns with only two days' worth of natural gas stored. Middle East tensions threaten supply routes, raising prices.",News18,https://www.news18.com/world/uk-has-just-two-days-of-gas-stored-raising-fears-of-supply-crisis-amid-global-tensions-report-ws-l-9949489.html,0.0666666666666666
2026-03-08 18:11:23+00:00,unemployment,Former homeless man's tough day at work takes a turn as he wins $1M lottery with ticket bought at Walmart,"Jonathan G, of Colorado, called the unexpected moment a reversal of years of struggle, spanning from living in a shelter to facing unemployment.",Daily Mail Online,https://www.dailymail.co.uk/news/article-15626037/homeless-man-wins-1M-lottery-ticket-Walmart.html,0.0
2026-03-08 18:13:24+00:00,sanctions,US Treasury Eases Sanctions in Energy Diplomacy Twist,"US Treasury Secretary Scott Bessent announced a temporary 30-day waiver for India to purchase Russian oil stranded at sea. This diplomatic move aims to stabilize global energy markets amid the West Asia conflict, reflecting a softer tone in U.S. foreign policy under President Trump's administration.",Devdiscourse,https://www.devdiscourse.com/article/headlines/3830568-us-treasury-eases-sanctions-in-energy-diplomacy-twist,0.1333333333333333
2026-03-08 18:15:00+00:00,unemployment,Labour to spend £10bn on foreign care workers amid rising unemployment,Labour will spend £10bn on foreign care workers over the next four years despite a record level of Britons out of work.,The Telegraph,https://www.telegraph.co.uk/business/2026/03/08/labour-spend-10bn-foreign-care-workers-rising-unemployment/,0.0
2026-03-08 18:18:29+00:00,supply chain,"We are working with global oil producers, consumers to maintain stability in energy markets: US treasury secretary","New Delhi, Mar 8 (PTI) As the West Asia conflict strains the global oil supply chain, US Treasury Secretary Scott Bessent said the Trump administration is working with the world’s largest oil producers, consumers, and refiners to maintain stability in the energy markets. “The United States is the biggest and most powerful economy in the […]",ThePrint,https://theprint.in/india/we-are-working-with-global-oil-producers-consumers-to-maintain-stability-in-energy-markets-us-treasury-secretary/2873467/,0.0666666666666666
2026-03-08 18:34:05+00:00,downgrade,Lakers downgrade LeBron James (elbow) to out vs. Knicks,Lakers star LeBron James was downgraded from questionable to out before Sunday afternoon's game against the Knicks.,ESPN,https://www.espn.com/nba/story/_/id/48145145/lakers-downgrade-lebron-james-elbow-vs-knicks,0.0666666666666666
2026-03-08 18:36:36+00:00,downgrade,Lakers downgrade LeBron James (elbow) to out vs. Knicks,Lakers star LeBron James was downgraded from questionable to out before Sunday afternoon's game against the Knicks.,KABC-TV,https://abc7.com/post/lakers-downgrade-lebron-james-elbow-knicks/18693082/,0.0666666666666666
2026-03-08 18:38:09+00:00,fed,War-Hit Stocks See No Help From the Fed,"Remember when inflation was “transitory,” until it wasn’t – and the Fed was forced to sharply hike interest rates, hitting the economy and the c...",Markets Insider,https://markets.businessinsider.com/news/stocks/war-hit-stocks-see-no-help-from-the-fed-1035908263,0.0666666666666666
2026-03-08 18:49:41+00:00,downgrade,Lakers downgrade LeBron (elbow) to out vs. Knicks,Lakers star LeBron James was downgraded from questionable to out before Sunday afternoon's game against the Knicks.,Tsn (The Sports Network),https://www.tsn.ca/nba/article/lakers-downgrade-lebron-elbow-to-out-vs-knicks-n1-48145145/,0.0666666666666666
2026-03-08 18:56:58+00:00,copper,Skier killed in avalanche near Copper Mountain,"A snowmobiler was reported missing Saturday in the Boss Basin area, on Resolution Creek south of Ptarmigan Pass and west of Copper Mountain.",The Denver Post,https://www.denverpost.com/2026/03/08/missing-skier-death-copper-mountain/,0.0
2026-03-08 19:00:00+00:00,natural gas,Natural gas production target set at 865 million cubic feet per day,"LAHORE   -   Oil and Gas Development Company Limited (OGDCL) has set a target to achieve natural gas production of 865 million cubic feet per day,",The Nation,https://www.nation.com.pk/09-Mar-2026/natural-gas-production-target-set-865-million-cubic-feet-per-day,0.0
2026-03-08 19:13:00+00:00,chip,Fish and chip shops under threat as Iran war pushes prices higher,Small independent food businesses are often the first to feel the pressure when global economic shocks hit.,Daily Express,https://www.express.co.uk/news/uk/2179809/fish-chip-shop-threat-iran-war,0.0666666666666666
